source,document,if_literary,target,score,model,pair,len_source
"The days rolled past before I could even realize it. It was a few days since Alborn was taken away – to where I had no clue, but I knew he was taken somewhere. Those outfits seemed familiar, but no way was I going to figure it out on the first try. Sighing, I placed my hands on the system in front of me, emanating a red and purple glow – I could hack the security, the place isn’t far, and I doubt they took measures...Maybe I shouldn’t. Of course, against all morals, my fingers moved without my knowing, pulling up multiple screens; god I’m good. I was pretty popular on a couple of websites, they referred to me as “WRAITH.” Which was a pretty catchy name. Granted my name on any site is WR417H, but I like to think the public came up with it.
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"日子一天天过去，我甚至还没意识到。几天前，阿尔本被带走了——我不知道他被带到了哪里，但我知道他被带到了某个地方。那些衣服看起来很熟悉，但我不可能第一次就猜出来。我叹了口气，把手放在我面前的系统上，发出红紫色的光芒——我可以破解安全系统，那个地方不远，我怀疑他们有没有采取措施……也许我不应该。当然，违背道德，我的手指在不知情的情况下移动，拉出多个屏幕；天哪，我真厉害。我在几个网站上很受欢迎，他们称我为“幽灵”。这是一个很吸引人的名字。当然，我在任何网站上的名字都是 WR417H，但我喜欢认为这是公众想出来的。
",0.985,ONLINE-B,en-zh,146
"Moving the surveillance onto my mobile device, I watched each one intently. Nothing. It was like they were never there. That makes no sense. Cameras had tight security, even with remote access. How..? ARGH. I stood angrily, ready to remove some thoughts from my head – I made my way over, sliding on shoes and taking my keys. “I’ll be back soon, Dad.”Silence. Whatever, he didn’t usually respond, he was probably busy doing something more important than me anyway.
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"我把监控移到移动设备上，仔细观察每一个。什么都没有。就好像他们从来没有出现过一样。这没有道理。摄像头的安保措施很严密，即使是远程访问。怎么可能……？啊。我生气地站着，准备把一些想法从脑子里赶走——我走了过去，穿上鞋子，拿上钥匙。“我很快就会回来的，爸爸。”沉默。不管怎样，他通常不会回应，反正他可能在忙着做一些比我更重要的事情。
",0.985,ONLINE-B,en-zh,79
"With a quick jolt, I felt a shiver enthrall its way down my spine as I made my way out of the apartment; weird. Ignoring the feeling, I urged myself to head towards Al’s to investigate a little, but my legs moved towards Anton’s small bar – it was a pretty calm place, and I definitely needed to talk to someone. Who better than a bartender who owes you something?
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"突然，我感到一阵颤抖，走出公寓时，我的脊柱一阵发凉；很奇怪。我无视这种感觉，催促自己去 Al&#39;s 看看，但我的双腿却朝着 Anton 的小酒吧走去——那是一个非常安静的地方，我绝对需要找个人谈谈。还有谁比一个欠你什么的调酒师更合适呢？
",0.91,ONLINE-B,en-zh,70
"Irregularly, Anton’s was pretty busy; it was bustling with activity and new faces that I’ve never seen before – Anton was regularly the only worker, so knowing that he must be pretty stressed. “Hey Barkeep, get me a coffee.” I purposely spoke in a lower tone to throw him off a bit, a small chuckle escaping me seeing his sigh of relief after turning quickly. “God, Lilith, don’t do that to me…” he softly let out, obviously tired. “You seem pretty busy…you need some help? Look’s like there's more than plenty of folks here.” I huffed out, I do not want to help with these drunks, but I feel bad making this guy work alone out here. “Could you? I’ll pay you after…” he uttered with the eyes of a puppy, aimed straight at me. Advanced War Tactics…
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"安东的酒吧偶尔会很忙；这里熙熙攘攘，到处都是我从未见过的新面孔——安东经常是唯一的工作人员，所以我知道他一定很紧张。“嘿，酒保，给我拿杯咖啡。”我故意压低声音说，让他有点不知所措，看到他转过身后松了一口气，我不禁轻笑一声。“天哪，莉莉丝，别这样对我……”他轻声说道，显然很累。“你看起来很忙……你需要帮忙吗？看起来这里的人很多。”我气呼呼地说，我不想帮这些醉汉，但让这个家伙一个人在这里工作我觉得不好意思。“可以吗？我等会再付钱给你……”他像小狗一样盯着我说道。高级战争战术……
",0.995,ONLINE-B,en-zh,138
"A burst of flames erupted from Thassalin's jaws as the colossal Thraki set fire to a very specific patch of forest, then circled above, watching for moment. Weirdly, as he had slowed down, the weird screaming noise from behind him had stopped. Thassalin had forgotten he had passengers on his back.
","literary	test-en-literary_fight_above_the_trees_chunk_1_words_996
",True,"巨大的色雷斯龙在一片特殊的森林中放火，一股火焰从萨萨林的嘴里喷涌而出，然后在上方盘旋，观察着一切。奇怪的是，当他减速时，身后奇怪的尖叫声也停止了。萨萨林忘记了背上还有乘客。
",0.62,ONLINE-B,en-zh,51
"""My own flight is very different from being abruptly dragged off by a massive, pink dragon!""
","literary	test-en-literary_fight_above_the_trees_chunk_1_words_996
",True,"“我自己的飞行与被一条巨大的粉红色龙突然拖走是非常不同的！”
",0.95,ONLINE-B,en-zh,16
"Kayel clearly didn't agree with Nyssi, he looked less black than normal and his claws had dug into Thassalin's back to the point that he'd made the Thraki bleed, but Thassalin clearly didn't seem to care. That being said, Thassalin had realized he had scared his new friends and found a clearing to land in.
","literary	test-en-literary_fight_above_the_trees_chunk_1_words_996
",True,"凯耶尔显然不同意尼西的观点，他看起来没有平时那么黑，他的爪子已经深深地扎进了萨林的背上，甚至让色雷斯人流血不止，但萨林似乎并不在意。话虽如此，萨林意识到自己吓坏了他的新朋友，于是找到了一片空地降落。
",0.91,ONLINE-B,en-zh,55
"""I APOLOGIZE BUT I PICKED UP A SCENT. I HAD TO DEAL WITH IT!""
","literary	test-en-literary_fight_above_the_trees_chunk_1_words_996
",True,"“我很抱歉，但我闻到了气味。我必须处理它！”
",0.99,ONLINE-B,en-zh,14
"""Did you have to drag us along as well?"" Tenuk snapped as he climbed off Thassalin's back, sliding down his tail. ""And we left Retvik behind! We abandoned our big, strong, fighty guy! How is he going to get to us?""
","literary	test-en-literary_fight_above_the_trees_chunk_1_words_996
",True,"“你还得把我们拖走？”特努克一边从萨萨林背上爬下来，一边咆哮道，顺着他的尾巴滑下去。“我们把瑞特维克丢在后面了！我们抛弃了我们这个强壮、好斗的家伙！他要怎么来找我们？”
",0.935,ONLINE-B,en-zh,41
"""He'll work it out..."" Nyssi tutted. ""Retvik's slow but he's not stupid.""
","literary	test-en-literary_fight_above_the_trees_chunk_1_words_996
",True,"“他会解决的……”尼西啧啧称奇。“雷特维克虽然慢，但他并不笨。”
",0.815,ONLINE-B,en-zh,12
"Nyssi blinked and turned back to Tenuk. ""Of course he can drive.""
","literary	test-en-literary_fight_above_the_trees_chunk_1_words_996
",True,"尼西眨眨眼，转身对特努克说：“他当然会开车。”
",0.99,ONLINE-B,en-zh,12
"No, clearly not. The creature just hissed and tried to fly directly into Thassalin. Thankfully, despite his size, Thassalin was nimble enough to get out of the way, but Nyssi couldn't help but scream as she very nearly lost her grip on Thassalin's overly smooth scales.
","literary	test-en-literary_fight_above_the_trees_chunk_2_words_991
",True,"不，显然不是。这个生物只是发出嘶嘶声，试图直接飞向 Thassalin。值得庆幸的是，尽管 Thassalin 体型庞大，但他足够敏捷，能够躲开，但 Nyssi 忍不住尖叫起来，因为她几乎抓不住 Thassalin 过于光滑的鳞片。
",0.93,ONLINE-B,en-zh,46
"Thassalin hissed, then circled round, closer to the mountain he called home. The dark beast followed, but somewhat panicked as a blast of fire hit it from behind. The creature hadn't realised it was no longer alone. It panicked further as Thassalin slowed down then thwacked his tail into the side of the beast's head, knocking it off course.
","literary	test-en-literary_fight_above_the_trees_chunk_2_words_991
",True,"萨萨林发出嘶嘶声，然后绕了一圈，靠近他称之为家的那座山。黑暗野兽紧随其后，但当一股火焰从后面袭来时，它有些惊慌。这只生物没有意识到它不再孤身一人。当萨萨林放慢速度，然后用尾巴猛击野兽的头部一侧，将其击偏时，它更加惊慌失措。
",0.885,ONLINE-B,en-zh,59
"Snarling and hissing, the creature flew upwards, spitting into the air. Everything suddenly went dark, as if the monster was sucking the light from the sky itself, replacing it with a cloud of perpetual night.
","literary	test-en-literary_fight_above_the_trees_chunk_2_words_991
",True,"那怪物一边咆哮，一边嘶嘶作响，飞向空中，向空中吐出一口唾沫。突然间，一切变得漆黑，仿佛那怪物正在吸干天空中的光亮，取而代之的是一片永恒的黑夜之云。
",0.895,ONLINE-B,en-zh,35
"No longer able to see, Thassalin tried to retreat, but found himself scraping against the top of the treeline, before crashing into a clearing. The creature seemed to know exactly where Thassalin had fallen and headed straight for him, taking the dark cloud with it.
","literary	test-en-literary_fight_above_the_trees_chunk_2_words_991
",True,"萨萨林再也看不见东西了，他试图撤退，但发现自己撞到了树顶，然后撞到了一片空地。那只生物似乎知道萨萨林摔倒的确切位置，径直朝他冲过来，带着乌云一起。
",0.86,ONLINE-B,en-zh,45
"""Kayel!"" Tenuk exclaimed as he glided out of the cloud and began circling, trying to spot Nyssi and Thassalin in the darkness below. ""What do we do? Kayel..? Kayel, where are you?""
","literary	test-en-literary_fight_above_the_trees_chunk_2_words_991
",True,"“凯耶尔！”特努克一边大叫，一边滑出云层，开始盘旋，试图在下面的黑暗中发现尼西和萨萨林。“我们该怎么办？凯耶尔……？凯耶尔，你在哪里？”
",0.91,ONLINE-B,en-zh,32
"Below, Nyssi scrambled to her feet. She was pretty sure she had broken something, but her weird, unnatural healing powers had already kicked in. The same couldn't have been said for Thassalin, who was lying in a lump, resting against the one tree that hadn't collapsed under his weight. Nyssi did her best to try and reach Thassalin but she could barely see more than a couple of meters in front of her. Everything was pitch black and engulfed in unholy shadows. And in said shadows, something was screaming and screeching.
","literary	test-en-literary_fight_above_the_trees_chunk_2_words_991
",True,"在下面，妮西挣扎着站了起来。她很确定自己弄断了什么东西，但她那怪异、不自然的治愈能力已经开始发挥作用。但塔萨林却不是这样，他正一瘸一拐地躺在地上，靠着唯一一棵没有被他的重量压倒的树。妮西竭尽全力试图靠近塔萨林，但她几乎看不到前方几米以外的地方。一切都是漆黑一片，被邪恶的阴影吞没。而在阴影中，有什么东西在尖叫和尖叫。
",0.9,ONLINE-B,en-zh,91
"A horrible, clubbed tail smashed into the ground near Nyssi, knocking her over. She noticed though that the tail was flailing, not aiming at her. The creature, what little Nyssi could see and hear of it, was snarling and clawing at the shadows it had created. Something was teleporting through the darkness, stabbing at the monster, confusing it.
","literary	test-en-literary_fight_above_the_trees_chunk_2_words_991
",True,"一条可怕的棍状尾巴砸在 Nyssi 附近的地面上，把她打倒在地。不过她注意到那条尾巴是在挥舞，而不是瞄准她。小小的 Nyssi 能看到和听到的那个生物正在咆哮，并抓挠着它制造的阴影。有什么东西在黑暗中穿梭，刺向怪物，使它感到困惑。
",0.875,ONLINE-B,en-zh,58
"“Please!” Queen Eirwen begged, “don’t send her away! She’s just a child!” The Ice King looked down at his wife from his throne, his royal advisor next to him. She had given birth to a girl. He scowled at the thought.
","literary	test-en-literary_forever_snow_chunk_1_words_993
",True,"“求求你！”艾尔文王后恳求道，“别把她送走！她只是个孩子！”冰王坐在王座上，低头看着他的妻子，他的皇家顾问就坐在他身边。她生了一个女孩。想到这里，他皱起了眉头。
",0.905,ONLINE-B,en-zh,41
"The girl in question looked a lot like her mother; pale blue eyes and white hair decorated with blue strands. The Ice King thought a daughter made him look weak. After all, he had only had sons up until this point.
","literary	test-en-literary_forever_snow_chunk_1_words_993
",True,"这位女孩看起来很像她的母亲，有着淡蓝色的眼睛和白色的头发，上面点缀着蓝色的发丝。冰王认为女儿让他显得软弱。毕竟，到目前为止，他只有儿子。
",0.88,ONLINE-B,en-zh,41
"“The only options you have are to kill the child or send it out to the wilderness. This is her punishment for your wrongdoing, Eirwen .” He spat out her name as if it was poison. He always did.
","literary	test-en-literary_forever_snow_chunk_1_words_993
",True,"“你唯一的选择就是杀死这个孩子，或者把她送到荒野。这是对你的不法行为的惩罚，艾尔文。”他吐出她的名字，仿佛那是毒药。他总是这样。
",0.875,ONLINE-B,en-zh,39
"Frostfell was not always one kingdom. It was split in two, the North and the South. In the North, the non magical kingdom. To the South, a kingdom full of fantastical displays of power. Due to the North’s greed, the two kingdoms clashed in a never ending war, until the South offered a truce.
","literary	test-en-literary_forever_snow_chunk_1_words_993
",True,"弗罗斯特菲尔并不总是一个王国。它被分成了两个王国，南北两部分。北边是一个没有魔法的王国。南边是一个充满奇幻力量的王国。由于北边的贪婪，两个王国之间爆发了永无休止的战争，直到南边提出休战。
",0.92,ONLINE-B,en-zh,54
"The South was desperate, and their royal family would do anything to stop the bloodshed. They offered their only princess to be queen of the North and bear a son to be the future king. Then, the South would join with the North to make one kingdom. The North accepted, and Princess Eirwen married Prince Akull.
","literary	test-en-literary_forever_snow_chunk_1_words_993
",True,"南方陷入了绝望，他们的王室愿意做任何事情来阻止流血事件。他们提出让唯一的公主成为北方的女王，并生下一个儿子作为未来的国王。然后，南方将与北方联合成为一个王国。北方接受了，艾尔文公主嫁给了阿库尔王子。
",0.93,ONLINE-B,en-zh,56
"“I beg you, my king, in return for the safety of my child, do whatever you want to me, lock me up, banish me, or even kill me.” Queen Eirwen pleaded, holding her child tightly in her arms.
","literary	test-en-literary_forever_snow_chunk_1_words_993
",True,"“国王大人，我恳求您，为了我孩子的安全，您可以对我做任何您想做的事，把我关起来，放逐我，甚至杀了我。”艾尔文王后紧紧地抱着孩子恳求道。
",0.94,ONLINE-B,en-zh,38
"The Ice King looked down at his queen, disgust from his eyes. Maybe, just maybe, he would have mercy on her. The woman who he had been with for twenty-two years, the one who always cared for him at his lowest times, the one who had given birth to his sons.
","literary	test-en-literary_forever_snow_chunk_1_words_993
",True,"冰王低头看着他的女王，眼中满是厌恶。也许，只是也许，他会怜悯她。这个女人陪伴了他二十二年，在他最失意的时候总是照顾他，为他生下了儿子。
",0.855,ONLINE-B,en-zh,51
"“Very well. The child may live in the palace.” He started, earning a sigh from the queen. “But,” he added. “You will be executed.”
","literary	test-en-literary_forever_snow_chunk_1_words_993
",True,"“好吧。孩子可以住在宫殿里。”他开口道，引得女王叹了口气。“但是，”他补充道。“你会被处死。”
",0.89,ONLINE-B,en-zh,24
"A shared look of horror came from the advisor and Queen Eirwen herself. She slowly looked down at the floor. “Yes, my king.” She bowed.
","literary	test-en-literary_forever_snow_chunk_1_words_993
",True,"顾问和艾尔文王后都露出了惊恐的表情。她慢慢地低下头看着地板。“是的，国王陛下。”她鞠躬行礼。
",0.95,ONLINE-B,en-zh,25
"She flipped to a blank page and wrote the date on it. Under it, she wrote, “5/11/648 -12/13/648.”
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"她翻到一张空白页，在上面写下日期。在日期下面，她写道：“5/11/648 -12/13/648。”
",0.915,ONLINE-B,en-zh,18
"“Reviewing old memories?” Ivory inquired, looking at the old notebook. Kari nodded. “Do you think that they will let you out for Christmas? It’s only a few days away.”
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"“回顾旧记忆？”艾沃里看着旧笔记本问道。卡莉点点头。“你觉得他们会放你出去过圣诞节吗？还有几天就到了。”
",0.915,ONLINE-B,en-zh,29
"Kari tapped twice on the lantern. No, as Ivory predicted. The Ice King never let Kari out, as she was seen as “a flaw” in his eyes. She was born mute and was the only girl in her family, as it was all made up of boys.
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"卡莉敲了两下灯笼。不，正如艾沃里所预料的那样。冰王从不让卡莉出去，因为在他眼里，她是个“瑕疵”。她生来就是哑巴，是家里唯一的女孩，因为家里全是男孩。
",0.92,ONLINE-B,en-zh,47
"Ivory was too, in their own special way. When Ivory came out as nonbinary, it seemed like the world changed too. They were given the jobs that would make them spend time alone for most of the time, as a punishment for being different.
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"艾沃里也是如此，以他们自己独特的方式。当艾沃里公开自己是非二元性别者时，世界似乎也改变了。他们被分配到的工作会让他们大部分时间都独自度过，作为对他们与众不同的惩罚。
",0.93,ONLINE-B,en-zh,44
"They were also forced to work as the princess’ servant. They didn’t mind it much thought, as they got a friend too.
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"他们还被迫成为公主的仆人。但他们并不介意，因为他们也得到了一个朋友。
",0.935,ONLINE-B,en-zh,22
"“It’s your birthday soon, isn’t it?” Ivory asked, remembering that the princess’ birthday was in a few days. Kari nodded, a sad glint in her light blue eyes.
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"“很快就是你的生日了，不是吗？”艾沃莉问道，想起公主的生日还有几天。卡莉点点头，淡蓝色的眼睛里闪着悲伤的光芒。
",0.92,ONLINE-B,en-zh,28
"“Do you want to celebrate?” They asked, reflecting on the last time she answered it.
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"“你想庆祝一下吗？”他们问道，回想起她上次回答这个问题时的情景。
",0.92,ONLINE-B,en-zh,15
"No. Kari tapped out. Ivory knew that it was a hard subject for her. It was the day that she was confined to her room and her mother was banished. Ivory was only a baby when it happened, but they remembered the outrage the servants and townspeople were in. They heard Queen Eirwen was a nice queen, but also weirdly predicted things that would happen.
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"不。卡莉放弃了。艾沃里知道这对她来说是个很难的话题。那天她被关在房间里，她的母亲被放逐了。当这件事发生时，艾沃里还只是个婴儿，但他们还记得仆人和镇民们的愤怒。他们听说艾尔文女王是一位好女王，但也奇怪地预言了将要发生的事情。
",0.92,ONLINE-B,en-zh,65
"“So… whatcha wanna do?” They asked. Kari looked up at them, teeming with excitement. She handed Ivory a paper. When they looked down at it however…
","literary	test-en-literary_forever_snow_chunk_2_words_986
",True,"“所以……你们想做什么？”他们问道。卡莉抬头看着他们，兴奋不已。她递给艾沃莉一张纸。然而，当他们低头看纸时……
",0.915,ONLINE-B,en-zh,26
"0430 Itania time. Cohren hated waking up this early. Mainly because it was his responsibility to wake everyone else up in his company. Silently stepping out of his bunk, he put on his combat fatigues, throwing on his assault vest, and packed up his belongings from his locker, being careful with a particular small box. He shoulded his rifle and put his helmet on a small hook connected to his belt. It had all its fixing, respirator, goggles, everything needed. After checking his ammo pouches, he quietly walked out of the barracks, mud and ice squelching under his boots.
","literary	test-en-literary_the_other_side_stormfall_chunk_1_words_992
",True,"意大利时间 04:30。科伦讨厌这么早起床。主要是因为他有责任叫醒连队里的其他人。他默默地从铺位上走下来，穿上战斗服，披上突击背心，从储物柜里收拾好自己的物品，小心翼翼地拿着一个特别的小盒子。他扛起步枪，把头盔挂在腰带上的小钩子上。头盔上挂满了所有配件，包括呼吸器、护目镜，所有需要的东西。检查完弹药袋后，他静静地走出营房，泥土和冰块在他的靴子下发出吱吱声。
",0.765,ONLINE-B,en-zh,99
"He took a lighter from his jacket pocket and a cig from the other. Lighting it, he took a small drag before opening the door slightly. Over the last week he had to get creative when waking the men and women under his command. He stopped using the preset wake up alarm, half the time it never worked, when all that came from the speakers was a light hiss.
","literary	test-en-literary_the_other_side_stormfall_chunk_1_words_992
",True,"他从夹克口袋里掏出一只打火机，从另一只口袋里掏出一支香烟。点燃后，他轻轻吸了一口，然后稍微打开了门。在过去的一周里，他不得不想办法叫醒手下的男男女女。他不再使用预设的闹钟，因为有一半的时间闹钟都不起作用，而扬声器里发出的只是轻微的嘶嘶声。
",0.985,ONLINE-B,en-zh,69
"“Waking them up” Cohren turned to see 2nd Lieutenant Nemic walking up.
","literary	test-en-literary_the_other_side_stormfall_chunk_1_words_992
",True,"“叫醒他们”科伦转身看到少尉内米克走了过来。
",0.995,ONLINE-B,en-zh,12
"Before he could answer, the door opened and Harris, Craith, and a few others hurried out, already fully dressed and kitted out.
","literary	test-en-literary_the_other_side_stormfall_chunk_1_words_992
",True,"还没等他回答，门就开了，哈里斯、克雷斯和其他几个人匆匆走了出来，他们已经穿戴整齐。
",0.99,ONLINE-B,en-zh,22
"“Yes sir. There should be on their way now, we gave them time to grab rations from the mess” 	At 0500 sharp, Exodus company assembled at the motor pool. Shaw stepped onto a box and began to speak.
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"“是的，长官。他们现在应该在路上了，我们给了他们时间去食堂拿口粮。”凌晨 5 点整，Exodus 连队在车队集合。肖踏上一个箱子，开始讲话。
",0.925,ONLINE-B,en-zh,38
"“Where are moving out to FOB I-131, fifty miles outside of Ianlos. We are to support the ongoing siege and later attack of Ianlos to flush out the insurgency there. From there we will have a foothold and the base of the mountains” Shaw explained. “Get with your squads and mount up”
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"“我们要前往 I-131 前进作战基地，距离伊安洛斯五十英里。我们要支援对伊安洛斯的持续围攻和随后的进攻，以清除那里的叛乱分子。从那里我们将有一个立足点和山脚，”肖解释道。“带上你的小队，上马吧”
",0.905,ONLINE-B,en-zh,52
"The company dispersed, joining together in their squads and their sergeants had them mount up on one of the tanks. Cohren pulled himself onto one of the tanks farther up on the convoy, joining Nemic, Craith, and two new recruits. Cohren remembered them arriving a few days ago, but didn’t know much about them. Sitting on the side, dangling his legs on the side, he adjusted his pack and radio set, which connected to his earpiece and throat mic.
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"连队解散，汇合到各自的小队，军士们让他们登上其中一辆坦克。科伦爬上车队前方的一辆坦克，与内米克、克雷思和两名新兵会合。科伦记得他们几天前就到了，但对他们了解不多。他坐在一旁，双腿悬空，调整着背包和无线电装置，无线电装置与耳机和喉部麦克风相连。
",0.88,ONLINE-B,en-zh,79
"“Hey Cohren, does Harris still have Snowball?” Nemic asks as they got settled in.
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"“嘿，科伦，哈里斯还留着雪球吗？”他们安顿下来后，内米克问道。
",0.855,ONLINE-B,en-zh,14
"“You mean his chicken he stole?” Cohren remembered the morning they had stolen him from a farm. “Yeah, i'm pretty sure”
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"“你是说他偷的鸡？”科伦记得他们把他从农场偷走的那天早上。“是的，我很确定”
",0.845,ONLINE-B,en-zh,21
"Cohren glanced over to one of the other tanks and spotted Harris with his squad. From the back of his pack he could just make out the movement of a small chicken moving its head around, scanning the surroundings.
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"科伦朝另一辆坦克望去，发现了哈里斯和他的小队。从背包的背面，他只能看到一只小鸡在晃动着脑袋，扫视着周围的环境。
",0.86,ONLINE-B,en-zh,39
"“Yup, he still has him” Cohren answered as the tank's turret hatch clanked open and its commander came into view.
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"“是的，他还在那儿”，科伦回答道，此时坦克的炮塔舱门“咔哒”打开，坦克的指挥官出现在视野中。
",0.885,ONLINE-B,en-zh,20
"“All tanks were moving out” The commander started calmly but clearly into his headset. The engines of a platoon of tanks and Strykers roared to life as they started moving forward. The Kronos Cohren was on jolted as its break released and moved forward, getting into formation. The tanks took up a wedge formation as they moved across the Itania plains. The winter storms had frozen over the wetlands and forests, but the mud always remained.
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"“所有坦克都在出动”指挥官平静而清晰地从耳机中开始说道。一排坦克和斯崔克坦克的引擎轰鸣着开始前进。克罗诺斯·科伦号在刹车松开后向前移动，进入队形。坦克在穿过伊塔尼亚平原时形成楔形队形。冬季风暴冻结了湿地和森林，但泥浆始终存在。
",0.875,ONLINE-B,en-zh,76
"After around an hour, one of the new recruits, Cohren, remembered his name being Orson, spoke up. “Lieutenant, you’ve been here since the start of the war, right?”
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"大约一个小时后，一名新兵科伦（他记得自己叫奥森）开口说道：“中尉，战争开始后你就在这里了，对吧？”
",0.92,ONLINE-B,en-zh,28
"“Yup, Operation Firestorm,” Cohren answered. “We thought it would be over in a few weeks, but…we underestimate them”
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"“是的，烈焰风暴行动，”科伦回答道。“我们以为几周后就会结束，但是……我们低估了他们。”
",0.92,ONLINE-B,en-zh,18
"The advancement of Humanity never ceased, even for a moment–during difficult times we grow and adapt once again. The cities are as prosperous as ever, and our technological advancement is rising. With our recent discovery of Ignniat, humanity has once skyrocketed past its peak; the greatest has yet to be achieved. This grace of newfound knowledge could only be described as divine intervention - we humanity will be able to grace the gods with our presence in their land in the clouds. Everyone within the company of Karascene has evaluated Ignniat and we sense a large potential within this mineral – worry not, Ignniat has not been evaluated to have any side effects or downsides of being mined, it has a higher chance to–
","literary	test-en-literary_detestable_chunk_1_words_982
",True,"人类的进步从未停止过，即使在困难时期，我们也会再次成长和适应。城市比以往任何时候都更加繁荣，我们的技术进步也在不断提高。随着我们最近对Ignniat的发现，人类的发展再次突飞猛进；最伟大的成就尚未实现。这种新知识的恩赐只能被视为神的干预——我们人类将能够在神的云之国的土地上见证神的存在。Karascene公司的每个人都对Ignniat进行了评估，我们感觉这种矿物具有巨大的潜力——别担心，Ignniat被评估为没有任何副作用或开采的负面影响，它的成功机会更高——
",0.87,Unbabel-Tower70B,en-zh,124
"A click. It had been reruns of this same stream, the day the world was ruined. Dad always found himself turning the channel off when I was unable to tear my eyes away. The somber face he gave me ensured a gut-wrenching feeling transpiring from deep within – I always feel bad when it plays, but it opens the floodgates to so many memories; granted they weren't very good ones. Letting out a sigh, I slowly rose to my feet, gotta get my mind off things. His saddened mood remained, and regularly I’d try to help ease his mood and at least give him a little bit of joy, but today; I’m tired.
","literary	test-en-literary_detestable_chunk_1_words_982
",True,"咔嗒一声。那天是世界毁灭的日子，自那以后，电视上总是播放同样的重播节目。我看着它目不转睛，爸爸总是关掉这个频道。爸爸严肃的表情让我感到内心痛苦——每当播放这个节目时，我总是感到很难受，但它又会引发如此多的回忆；虽然不是很好的回忆。叹了口气，我慢慢站了起来，试图把我的思绪从这些事情中移开。他的悲伤情绪依然存在，我也会定期尝试帮助他缓解情绪，至少带给他一点快乐，但是今天……我累了。
",0.93,Unbabel-Tower70B,en-zh,113
"I hold a relatively slow pace as I approach the door, giving a small holler to Dad. “I’ll be heading out for a bit, dinner is in the fridge.” No response. Figures. He usually hears me though, he’ll probably be fine. Slowly closing the door behind me, I let another breathy sigh escape as the door completely shut. Nearly forgetting, I place my hand on the cold, metallic scanner that locks the door. If there was anything this apartment had, it was advanced tech, but then again; most places had notable technology–it had been a long time since anyone had used any other different technology.
","literary	test-en-literary_detestable_chunk_1_words_982
",True,"我缓慢地朝门口走去，向爸爸喊了一声，“我要出去一会儿，晚餐在冰箱里。”没有回应。也就罢了。他通常能听到我的声音，应该没事的。我慢慢地关上身后的门，门完全关上时，我又叹了一口气。差点忘了，我把手放在冷冷的金属扫描器上，锁上了门。这间公寓有很多先进的科技，不过，很多地方都有值得注意的科技——人们已经很久没有用其他不同类型的科技了。
",0.94,Unbabel-Tower70B,en-zh,105
"The cold, rainy night ensued my long overdue walk–exploring the city of Paltricus was a privilege to those who’d been safe from the mutation via escape, or pure luck. The city night was beautiful, illuminated with vibrant stars that remained for thousands of years. It must be lonely in the great distant sky. Paltricus was a nice place, but it felt more like a cage than a luxurious place of living. Filled to the brim with apartments, homes, and any other building able to hold occupants, most buildings were hundreds of stories tall; thanks to Ignniat. The mineral that appeased technology, and architecture was a great mineral that extended our foundation of life. Public knowledge only knows so much about this mineral though, mainly because mainly because it’s kept under pretty tough wraps.
","literary	test-en-literary_detestable_chunk_1_words_982
",True,"漫长的雨夜之后，我才迟迟出发——对于那些通过逃生或幸运躲过突变的人来说，探索帕尔特里库斯城是一种荣幸。这座城市的夜晚非常美丽，星空璀璨，星星千年不灭。遥远的天空一定很寂寞。帕尔特里库斯是一个好地方，但更像一个笼子，不像一个奢华的居住地。这座城市到处都是公寓、房屋和其他能容纳居住者的建筑，多数建筑都有数百层楼高，这都要归功于伊格尼亚特。伊格尼亚特能平息科技和建筑的矛盾，是一种延伸我们生存基础的伟大矿物。然而，公众对这种矿物的了解并不多，这主要是因为这种矿物一直处于严密的保密之中。
",0.895,Unbabel-Tower70B,en-zh,133
